# ID  X  Y  MAG_F336W  MAG_F555W  FLUX_F336W  FLUX_F555W
 1022     95.28    357.71    16.459    15.398     2609.52     6932.49
 1023    336.64    357.11    20.891    19.601       43.99      144.40
 1024    490.82    357.62    21.510    19.726       24.89      128.66
 1025    658.27    357.56    19.174    17.837      213.92      733.21
 1026    171.88    358.33    19.632    18.505      140.39      396.29
 1027    554.73    358.57    20.383    19.403       70.28      173.25
 1028    330.32    359.46    19.584    18.446      146.76      418.24
 1029    649.25    360.04    21.476    20.492       25.67       63.54
 1030    715.37    359.62    20.723    19.491       51.38      159.80
 1031     85.39    360.33    19.453    18.600      165.56      363.23
 1032    199.09    360.93    18.936    17.915      266.42      682.16
 1033    451.03    360.64    19.354    18.481      181.22      405.30
 1034    535.56    360.32    20.455    20.081       65.74       92.79
 1035    478.95    361.23    20.688    19.500       53.04      158.56
 1036    520.27    361.57    22.005    20.037       15.77       96.65
 1037    229.02    362.26    21.248    19.850       31.67      114.81
 1038    590.14    362.70    20.141    20.590       87.83       58.09
 1039    199.09    360.92    18.936    17.915      266.42      682.16
 1040    499.94    363.63    21.928    20.264       16.93       78.45
 1041    681.09    362.91    20.369    19.604       71.16      144.02
 1042    143.01    364.39    21.068    20.139       37.38       87.98
 1043    303.63    364.40    18.848    17.517      288.95      984.03
 1044    403.67    365.82    19.726    18.628      128.67      353.82
 1045    551.14    365.45    17.858    16.408      718.79     2734.76
 1046    648.22    368.00    19.979    19.178      101.98      213.29
 1047    668.97    365.72    21.300    20.175       30.21       85.15
 1048    283.08    366.93    18.864    17.944      284.60      664.60
 1049    288.39    366.39    19.207    18.125      207.59      562.27
 1050    567.98    366.37    19.875    18.879      112.24      280.67
 1051    610.10    366.66    20.125    19.517       89.15      155.98
 1052    125.30    367.65    19.627    18.075      141.05      588.57
 1053    449.68    367.08    18.920    17.896      270.35      694.52
 1054    524.51    367.94    20.537    19.540       61.01      152.72
 1055    561.25    367.50    19.253    18.268      199.00      493.05
 1056    628.39    367.08    16.532    14.868     2439.46    11291.75
 1057    648.29    368.16    19.988    19.178      101.09      213.29
 1058    660.14    367.47    19.807    18.813      119.46      298.34
 1059    296.71    368.41    21.440    19.877       26.55      111.95
 1060    592.60    369.71    20.548    20.494       60.37       63.45
 1061     76.63    369.46    20.038    18.947       96.53      263.65
 1062    381.19    369.39    19.699    18.280      131.99      487.55
 1063    699.17    369.62    19.489    18.570      160.17      373.40
 1064    795.83    369.86    22.306    20.473       11.95       64.71
 1065    178.85    370.24    19.775    18.843      122.98      290.17
 1066    531.80    370.53    19.742    18.947      126.87      263.87
 1067     91.21    371.92    17.974    16.591      646.11     2310.96
 1068    230.67    371.35    20.397    19.246       69.39      200.32
 1069    250.27    371.18    19.983    19.003      101.54      250.52
 1070    414.39    371.60    20.026    18.938       97.59      266.04
 1071    456.74    371.57    17.458    15.691     1039.67     5291.49
 1072    692.30    371.12    19.593    18.723      145.42      324.26
 1073    368.57    372.18    19.507    18.642      157.40      349.33
 1074    387.76    372.54    19.669    18.609      135.59      360.16
 1075    404.52    372.60    18.789    17.654      304.98      867.84
 1076    436.34    372.46    21.242    20.198       31.85       83.33
 1077    564.29    372.48    19.338    18.759      183.91      313.53
 1078    584.36    373.68    17.386    15.477     1111.14     6446.91
 1079    751.17    374.24    19.917    18.932      107.98      267.51
 1080    197.91    375.25    19.353    18.496      181.39      399.65
 1081    475.87    375.35    19.040    18.052      242.03      601.44
 1082    606.19    375.73    18.347    16.918      458.44     1708.66
 1083    125.56    376.22    21.398    19.968       27.59      102.95
 1084    345.65    376.71    19.378    18.417      177.38      429.68
 1085    531.00    376.38    19.153    17.845      218.11      727.75
 1086    647.48    376.28    19.243    17.917      200.75      681.31
 1087    731.86    376.72    19.283    18.419      193.54      428.91
 1088    739.95    376.04    18.724    17.493      323.90     1006.75
 1089    171.95    377.38    19.999    18.921      100.07      270.24
 1090    240.62    377.59    21.378    20.209       28.12       82.52
 1091    659.55    377.14    16.507    15.195     2495.98     8354.61
 1092     76.20    378.81    20.593    19.979       57.89      101.93
 1093    227.73    378.30    19.720    18.881      129.42      280.34
 1094     92.45    379.36    17.720    16.162      816.61     3428.59
 1095    374.86    379.46    21.321    20.102       29.62       91.04
 1096    455.39    380.00    19.563    18.519      149.53      391.09
 1097    397.54    380.89    19.580    18.800      147.22      301.98
 1098    475.92    380.78    18.905    17.859      274.21      718.75
 1099    279.47    381.56    21.553    20.326       23.91       74.03
 1100    287.41    381.69    19.895    19.007      110.16      249.57
 1101    585.48    381.65    18.997    17.799      252.00      759.11
 1102    498.39    382.92    18.108    16.747      571.44     2000.90
 1103    522.45    383.61    20.008    19.218       99.26      205.59
 1104    613.29    382.89    17.878    16.020      705.81     3908.71
 1105     69.21    383.20    20.589    19.361       58.11      180.13
 1106    135.60    383.22    20.162    19.148       86.17      219.20
 1107    369.66    383.28    20.802    19.857       47.78      114.09
 1108    769.73    383.22    19.324    18.287      186.32      484.53
 1109    509.15    384.62    19.690    18.409      133.02      433.02
 1110    643.13    384.69    19.568    18.651      148.85      346.27
 1111    214.35    385.84    21.219    19.665       32.53      136.16
 1112    633.71    385.36    20.239    18.879       80.21      280.83
 1113    710.28    385.42    18.166    16.776      541.34     1947.24
 1114    153.57    386.66    18.747    17.687      316.96      841.63
 1115    207.12    386.79    21.175    19.870       33.89      112.68
 1116    239.74    387.26    20.406    19.251       68.78      199.34
 1117    254.92    387.94    19.667    18.726      135.94      323.23
 1118    290.43    387.94    19.051    17.706      239.60      827.55
 1119    101.10    388.17    18.562    17.037      376.17     1531.56
 1120    132.88    388.44    19.500    18.468      158.52      410.07
 1121    283.34    391.41    18.744    17.867      317.86      713.14
 1122    364.40    388.49    19.806    18.945      119.61      264.26
 1123    666.43    388.96    20.657    20.601       54.59       57.51
 1124    312.73    390.26    21.274    19.624       30.92      141.45
 1125    329.25    389.38    19.678    18.711      134.49      327.92
 1126    420.76    389.31    20.973    19.554       40.80      150.82
 1127    268.72    390.79    18.996    18.311      252.12      473.92
 1128    307.03    390.81    20.612    19.495       56.90      159.25
 1129    374.41    390.38    19.670    18.895      135.51      276.58
 1130    399.41    390.50    19.074    18.106      234.57      572.10
 1131    775.03    390.31    19.632    18.442      140.40      419.85
 1132    184.61    391.40    20.218    19.280       81.84      194.01
 1133    283.34    391.41    18.744    17.867      317.86      713.14
 1134    384.12    391.27    20.173    19.256       85.30      198.34
 1135    739.87    391.23    20.872    20.078       44.77       93.09
 1136     52.85    393.40    19.409    18.319      172.39      470.18
 1137     73.56    393.01    20.296    19.098       76.15      229.60
 1138    160.30    393.64    22.500    20.512       10.00       62.38
 1139    442.64    393.78    16.584    15.852     2324.15     4560.57
 1140    531.59    393.82    19.372    18.700      178.37      331.18
 1141    687.99    393.50    19.712    18.314      130.38      472.29
 1142    128.22    394.85    19.705    18.859      131.19      285.93
 1143    322.18    394.94    20.410    19.372       68.55      178.29
 1144    343.63    394.39    21.226    19.740       32.33      127.03
 1145    548.54    394.80    17.059    15.244     1501.73     7989.82
 1146    712.40    394.46    19.333    18.446      184.79      418.60
 1147    498.90    395.46    19.415    18.255      171.38      498.93
 1148    572.46    395.53    19.491    18.710      159.87      327.96
 1149    773.22    395.51    19.207    17.855      207.58      721.39
 1150    779.58    395.66    19.360    18.080      180.22      585.91
 1151    288.32    396.14    19.574    18.580      148.10      369.98
 1152    350.25    396.63    20.204    19.300       82.84      190.51
 1153    399.85    396.67    18.862    17.700      285.24      831.92
 1154    584.68    396.32    20.422    20.161       67.82       86.26
 1155    612.15    396.02    20.070    18.430       93.74      424.68
 1156     78.87    397.54    21.498    20.073       25.17       93.51
 1157    332.30    398.09    21.768    19.842       19.63      115.66
 1158    371.35    397.18    19.053    18.059      239.20      597.81
 1159    389.49    397.72    20.743    19.759       50.46      124.88
 1160    133.18    399.85    20.077    19.067       93.19      236.25
 1161    434.82    399.51    19.478    18.610      161.81      359.65
 1162    657.86    399.11    17.245    15.536     1264.88     6101.75
 1163    737.38    399.82    18.821    17.558      296.22      948.33
 1164    239.51    400.35    19.611    18.569      143.10      373.51
 1165    726.91    400.55    18.963    18.166      259.79      541.63
 1166    788.84    400.68    20.724    19.462       51.34      164.07
 1167     53.77    401.45    20.971    19.772       40.88      123.34
 1168    194.88    401.28    21.113    19.973       35.87      102.50
 1169    338.51    401.93    20.643    19.492       55.31      159.65
 1170    615.41    401.71    20.010    19.341       99.07      183.47
 1171    509.85    402.88    22.360    21.021       11.38       39.06
 1172    747.79    402.06    19.913    19.165      108.36      215.69
 1173    123.14    403.43    21.528    20.326       24.49       74.04
 1174    278.55    403.77    21.137    20.346       35.08       72.71
 1175    310.78    403.42    20.471    19.364       64.80      179.58
 1176    457.41    403.93    19.745    18.763      126.43      312.35
 1177    532.73    403.10    19.306    18.515      189.56      392.82
 1178    554.38    403.31    20.019    19.244       98.23      200.60
 1179    578.90    403.42    19.231    18.398      203.06      437.13
 1180    640.21    403.29    16.916    15.596     1712.73     5777.44
 1181    150.37    404.66    19.483    18.201      160.98      524.54
 1182    211.22    404.60    19.913    18.889      108.32      278.10
 1183    268.93    404.59    19.820    18.822      117.98      295.87
 1184    359.14    404.09    19.698    18.715      132.06      326.66
 1185    448.51    404.55    21.740    19.878       20.13      111.94
 1186    599.91    404.47    19.225    18.380      204.09      444.81
 1187    674.66    404.68    20.183    19.413       84.46      171.77
 1188    708.78    404.39    22.162    21.374       13.65       28.22
 1189     70.87    405.55    21.549    19.991       24.01      100.79
 1190    129.31    405.13    19.836    18.854      116.35      287.33
 1191    176.78    406.73    19.509    18.600      157.22      363.15
 1192     60.23    406.78    20.362    19.302       71.64      190.25
 1193    177.09    406.69    19.512    18.600      156.74      363.15
 1194    227.33    407.85    20.127    18.965       88.98      259.52
 1195     83.05    408.97    19.661    18.456      136.63      414.69
 1196    442.37    409.15    19.671    19.038      135.37      242.55
 1197    455.24    409.28    19.879    18.971      111.75      257.95
 1198    665.66    409.30    19.862    19.065      113.56      236.49
 1199     95.11    410.76    19.737    18.822      127.36      295.85
 1200     95.12    410.76    19.740    18.822      127.05      295.85
 1201    188.59    410.47    20.447    19.210       66.22      206.92
 1202    493.09    410.40    19.958    19.132      103.91      222.46
 1203    525.27    410.05    17.051    14.889     1511.59    11075.52
 1204    752.69    410.64    19.366    18.045      179.37      605.54
 1205    127.60    411.78    21.512    20.010       24.85       99.10
 1206    310.80    412.74    20.404    19.194       68.93      210.06
 1207    555.44    413.02    20.422    20.118       67.82       89.71
 1208    718.33    412.43    20.394    19.312       69.57      188.51
 1209    235.25    414.60    20.959    19.565       41.33      149.24
 1210    585.08    414.12    20.117    19.117       89.80      225.52
 1211    672.15    414.33    22.153    20.823       13.76       46.84
 1212    252.04    415.58    20.039    19.016       96.46      247.42
 1213    296.41    415.09    19.238    18.164      201.70      542.64
 1214    378.76    415.61    21.085    19.787       36.83      121.67
 1215    387.43    415.22    19.906    19.048      109.06      240.23
 1216    647.89    415.46    17.470    15.811     1028.38     4737.60
 1217    734.08    415.82    19.902    19.109      109.43      227.28
 1218    785.15    415.68    23.883    20.629        2.80       56.01
 1219    317.36    416.70    21.029    20.053       38.77       95.21
 1220    479.51    416.41    18.220    16.643      515.21     2202.56
 1221    548.09    416.39    18.907    17.909      273.69      686.22
 1222    562.53    416.49    19.703    18.872      131.43      282.57
 1223    579.50    416.25    20.397    19.339       69.37      183.80
 1224    664.53    416.96    20.165    19.485       85.89      160.67
 1225    758.89    416.68    19.710    18.622      130.63      355.95
 1226     68.77    417.72    20.072    19.106       93.58      227.88
 1227    339.26    417.13    19.357    18.416      180.82      430.01
 1228    432.37    417.15    21.476    20.491       25.68       63.64
 1229    468.44    417.33    19.495    18.599      159.24      363.58
 1230     57.89    417.43    19.848    18.924      114.99      269.34
 1231    329.62    418.85    19.786    18.808      121.81      299.80
 1232    356.69    418.17    20.093    19.265       91.77      196.84
 1233    683.08    418.26    18.623    17.560      355.51      946.41
 1234    176.70    419.64    20.395    19.326       69.53      186.01
 1235    291.40    419.06    19.685    18.648      133.72      347.29
 1236    534.86    419.36    18.519    16.940      391.13     1675.63
 1237    282.19    420.12    20.217    19.231       81.86      203.05
 1238    362.75    420.22    20.483    19.361       64.07      180.06
 1239    508.05    420.60    19.796    18.983      120.62      255.23
 1240    595.32    420.63    20.807    19.801       47.57      120.13
 1241    382.92    421.37    21.382    20.511       28.00       62.48
 1242    423.92    421.52    19.805    18.856      119.69      286.84
 1243    655.25    421.67    20.292    19.626       76.42      141.06
 1244    108.86    422.55    20.454    19.126       65.85      223.77
 1245    232.61    422.34    19.827    18.870      117.27      283.15
 1246    347.47    422.48    20.592    19.385       57.99      176.25
 1247    515.15    422.34    20.535    20.020       61.11       98.18
 1248    216.93    423.98    20.904    19.841       43.48      115.73
 1249    391.73    423.30    19.700    19.043      131.77      241.39
 1250    620.61    423.87    17.747    16.517      796.65     2471.99
 1251     76.15    424.11    23.239    20.791        5.06       48.25
 1252    249.24    424.74    22.241    20.788       12.69       48.37
 1253    566.12    424.25    21.287    19.763       30.55      124.43
 1254    737.83    424.76    19.818    19.086      118.29      232.04
 1255    788.40    425.03    21.357    20.515       28.67       62.23
 1256    365.15    425.81    20.828    19.511       46.66      156.90
 1257    483.07    425.11    20.454    19.774       65.83      123.11
 1258    583.62    425.31    20.824    19.962       46.80      103.60
 1259    727.56    425.34    19.803    18.730      119.85      322.21
 1260    185.75    426.41    22.341    20.327       11.58       74.02
 1261    373.69    426.12    20.524    19.912       61.71      108.47
 1262    401.39    426.82    18.140    16.467      554.71     2588.91
 1263    414.92    426.17    21.105    20.047       36.13       95.80
 1264    687.51    426.80    20.733    19.917       50.93      107.93
 1265    159.09    427.55    21.728    20.230       20.36       80.93
 1266    422.42    427.60    21.030    19.785       38.73      121.85
 1267    528.16    427.44    20.550    19.430       60.25      169.00
 1268    698.94    427.32    19.059    18.092      238.00      579.81
 1269    778.23    428.07    19.127    17.920      223.50      679.47
 1270     56.65    428.35    20.400    19.361       69.19      180.07
 1271    554.02    429.03    19.572    18.744      148.29      318.12
 1272    605.83    429.15    20.249    19.329       79.48      185.57
 1273    243.94    430.47    20.055    18.990       95.06      253.41
 1274    391.58    433.56    18.976    18.283      256.91      486.07
 1275    682.88    433.91    19.692    18.813      132.83      298.30
 1276    752.75    430.47    19.596    18.781      145.14      307.41
 1277    772.06    430.67    20.176    19.120       85.00      224.88
 1278    620.62    431.56    19.445    18.652      166.68      346.13
 1279    737.84    431.25    19.628    18.721      140.86      324.72
 1280    115.36    432.57    17.818    16.066      745.87     3744.88
 1281    174.47    432.26    19.701    18.993      131.70      252.73
 1282    223.00    432.70    20.863    19.556       45.16      150.59
 1283    290.87    433.03    21.060    19.517       37.66      156.04
 1284    443.33    432.73    20.665    19.553       54.18      150.90
 1285    463.95    432.86    19.473    18.483      162.55      404.44
 1286    391.58    433.56    18.976    18.283      256.91      486.07
 1287    423.68    433.23    20.916    19.847       43.03      115.16
 1288    575.13    433.87    20.204    19.893       82.88      110.39
 1289    593.34    433.64    18.565    17.730      375.08      809.22
 1290    682.88    433.90    19.692    18.813      132.83      298.30
 1291     47.78    434.11    19.445    18.430      166.78      424.68
 1292    541.50    435.00    19.716    19.002      129.94      250.72
 1293    653.35    434.08    20.349    19.192       72.53      210.51
 1294    765.21    434.45    19.339    18.173      183.90      538.04
 1295    610.38    435.12    21.318    20.452       29.69       65.96
 1296    516.72    437.65    19.187    18.305      211.49      476.30
 1297    633.39    437.61    18.391    17.123      440.19     1415.19
 1298    716.60    437.76    23.542    20.518        3.83       62.07
 1299    789.07    437.81    20.245    19.409       79.78      172.28
 1300    139.80    438.38    20.562    20.505       59.59       62.79
 1301    205.37    438.87    16.574    16.000     2347.18     3981.93
 1302    291.72    438.17    21.234    19.649       32.10      138.15
 1303    590.95    439.46    19.759    18.849      124.90      288.72
 1304    673.67    439.56    19.873    19.360      112.41      180.24
 1305    258.62    440.13    19.964    19.021      103.35      246.47
 1306    370.93    440.63    21.131    19.524       35.29      154.99
 1307    776.09    440.33    18.417    17.570      429.67      937.15
 1308    273.71    441.35    20.716    19.592       51.72      145.59
 1309    381.17    441.24    17.436    15.513     1060.45     6236.62
 1310    166.86    442.07    19.873    18.759      112.38      313.55
 1311    241.30    442.63    21.126    19.874       35.44      112.32
 1312    324.27    442.45    21.272    19.978       30.98      102.06
 1313    348.43    442.59    20.330    19.175       73.80      213.85
 1314    660.55    442.55    17.436    15.433     1060.31     6711.54
 1315    690.21    442.11    20.750    19.953       50.11      104.45
 1316    751.16    442.31    17.868    16.510      712.67     2489.74
 1317    178.77    443.23    18.975    17.412      256.93     1084.05
 1318    448.74    443.96    18.809    17.940      299.44      666.58
 1319    680.56    444.16    19.729    19.337      128.35      184.23
 1320    523.55    445.73    20.070    19.186       93.74      211.56
 1321    393.65    446.28    20.971    20.452       40.90       65.96
 1322    428.55    446.91    20.752    19.897       50.03      109.94
 1323    635.98    446.79    19.702    18.571      131.56      372.80
 1324    207.51    447.97    19.013    18.168      248.31      540.56
 1325    222.92    447.18    21.813    20.303       18.83       75.64
 1326    249.56    447.51    21.807    20.144       18.93       87.57
 1327    274.23    447.48    19.363    18.516      179.74      392.44
 1328    299.81    447.80    19.485    18.415      160.73      430.61
 1329    334.86    447.23    20.343    19.135       72.94      221.87
 1330    627.35    447.37    19.841    18.486      115.77      403.41
 1331     85.68    448.44    19.441    18.495      167.34      399.92
 1332    356.50    452.59    19.425    18.613      169.81      358.88
 1333    367.44    448.86    20.400    20.355       69.16       72.12
 1334    467.85    448.41    19.145    18.079      219.76      586.88
 1335    562.30    448.51    19.933    18.775      106.40      309.10
 1336    232.41    449.90    20.393    19.234       69.64      202.51
 1337    341.47    449.93    21.369    20.907       28.33       43.36
 1338    418.94    449.14    18.850    17.396      288.28     1100.19
 1339    504.95    448.70    19.189    18.221      211.15      514.85
 1340    595.76    449.28    19.648    18.804      138.25      300.91
 1341    149.47    450.38    19.239    18.007      201.56      627.19
 1342    612.67    450.82    20.464    21.048       65.24       38.09
 1343    197.44    451.09    19.632    18.528      140.33      387.83
 1344    459.62    451.56    20.313    19.470       74.94      162.88
 1345     96.61    452.29    22.372    20.443       11.26       66.49
 1346    265.52    452.85    18.426    16.727      426.06     2038.23
 1347    356.52    452.82    19.424    18.613      170.03      358.88
 1348    377.16    452.19    20.003    18.480       99.75      405.42
 1349    581.56    452.42    20.514    19.686       62.31      133.57
 1350    215.64    453.80    21.135    21.162       35.15       34.29
 1351    427.59    453.99    19.578    18.560      147.49      376.70
 1352    517.96    453.71    20.338    19.214       73.24      206.17
 1353    623.55    454.02    19.280    18.273      194.04      490.72
 1354    657.92    453.00    21.132    19.809       35.25      119.28
 1355    640.48    454.37    17.131    15.223     1405.30     8141.50
 1356    714.23    454.38    20.292    19.416       76.41      171.19
 1357    730.99    454.40    20.219    19.080       81.72      233.25
 1358    496.66    455.87    19.679    18.965      134.45      259.52
 1359    546.71    455.31    19.692    18.733      132.83      321.08
 1360    555.40    455.69    19.784    18.897      121.98      276.20
 1361    762.06    455.40    21.468    19.914       25.87      108.28
 1362     55.20    456.38    20.245    19.817       79.82      118.33
 1363    210.41    456.02    20.331    19.754       73.69      125.49
 1364    311.54    456.63    21.188    20.011       33.48       98.99
 1365    316.43    456.83    20.623    19.266       56.33      196.65
 1366    323.05    456.36    20.332    19.591       73.64      145.73
 1367    689.46    456.25    19.485    18.141      160.67      554.32
 1368    531.43    457.49    19.552    18.766      151.04      311.53
 1369    275.25    458.50    19.152    18.153      218.38      547.83
 1370    417.80    458.35    16.894    15.612     1748.08     5690.08
 1371    605.06    458.51    18.720    17.860      325.04      718.10
 1372    722.70    458.93    19.400    18.467      173.83      410.28
 1373    354.15    459.28    18.768    18.332      311.12      464.52
 1374    522.92    459.47    20.303    19.700       75.68      131.80
 1375    522.60    459.49    20.276    19.700       77.53      131.80
 1376    683.56    463.00    18.759    17.719      313.58      817.08
 1377    747.30    459.08    21.598    19.882       22.95      111.52
 1378    248.47    460.19    20.211    19.150       82.36      218.74
 1379    362.49    460.18    24.593    23.629        1.45        3.53
 1380    389.71    460.46    20.840    20.456       46.13       65.72
 1381    438.50    460.35    18.968    18.236      258.65      507.50
 1382    472.16    460.35    20.132    19.126       88.53      223.63
 1383    670.49    460.79    22.141    21.055       13.92       37.85
 1384    698.97    460.28    20.256    19.459       78.98      164.52
 1385    331.81    461.06    20.198    19.792       83.34      121.15
 1386    568.67    461.10    20.264    19.481       78.43      161.32
 1387    660.13    461.65    20.983    20.519       40.42       62.00
 1388     97.70    462.27    19.792    18.707      121.12      329.02
 1389    218.16    462.97    20.229    19.419       80.98      170.77
 1390    287.18    462.91    20.677    19.521       53.58      155.40
 1391    303.46    462.45    21.228    19.679       32.28      134.44
 1392    556.62    462.84    21.020    20.036       39.07       96.78
 1393    683.56    463.02    18.760    17.719      313.40      817.08
 1394    792.19    462.21    21.604    19.657       22.83      137.09
 1395    381.03    463.37    19.760    18.926      124.71      268.91
 1396    169.63    464.11    19.854    18.790      114.36      304.70
 1397    355.14    464.85    18.910    18.452      272.96      416.14
 1398    406.28    465.90    17.982    16.349      641.63     2886.18
 1399    485.14    465.50    19.433    18.605      168.63      361.56
 1400    645.29    465.24    21.038    19.935       38.45      106.19
 1401    467.23    466.00    18.493    17.022      400.76     1553.00
 1402    567.69    466.78    20.052    19.266       95.35      196.68
 1403    624.37    466.32    19.551    18.660      151.23      343.69
 1404    700.86    466.17    20.761    20.081       49.61       92.83
 1405    275.64    467.43    20.238    19.545       80.33      152.07
 1406    447.59    467.12    20.711    20.033       51.95       97.04
 1407    524.07    467.36    20.820    20.315       46.99       74.79
 1408    576.16    467.21    19.113    18.243      226.30      504.40
 1409    418.23    468.81    20.633    19.527       55.83      154.59
 1410    600.71    468.92    19.901    19.271      109.56      195.64
 1411    712.99    468.50    19.292    18.370      192.04      448.55
 1412    746.00    467.97    19.752    18.907      125.63      273.70
 1413     91.00    469.41    20.014    19.715       98.75      129.96
 1414    207.27    469.41    16.944    15.558     1669.30     5982.06
 1415    328.22    469.77    19.338    18.442      183.98      420.10
 1416    762.51    469.41    19.590    18.406      145.85      434.12
 1417    770.30    469.37    21.769    20.017       19.61       98.41
 1418    282.56    470.65    19.935    18.971      106.14      257.97
 1419    368.99    470.83    16.959    15.612     1645.32     5692.85
 1420    390.89    470.87    19.690    18.809      133.09      299.47
 1421    605.95    470.83    19.783    18.680      122.10      337.34
 1422    679.01    470.57    21.206    20.542       32.93       60.69
 1423    339.68    471.71    16.638    15.140     2211.44     8792.23
 1424    437.89    471.21    20.103    18.675       90.96      338.89
 1425    672.96    471.49    19.897    19.006      109.94      249.70
 1426    723.24    472.47    18.145    16.810      551.99     1888.66
 1427    429.27    474.12    20.307    19.454       75.40      165.35
 1428    448.38    473.80    19.748    18.770      126.13      310.41
 1429    530.89    473.77    20.451    19.179       65.98      212.94
 1430    540.96    473.12    18.522    17.159      390.15     1369.60
 1431    692.67    473.29    19.602    18.508      144.33      395.03
 1432    483.46    475.00    18.734    17.996      321.06      633.26
 1433    525.29    474.27    20.356    19.316       72.05      187.83
 1434    651.25    474.90    19.761    18.886      124.61      279.06
 1435    330.16    475.86    19.704    18.226      131.37      512.59
 1436    471.77    475.74    20.931    19.833       42.44      116.66
 1437    550.77    475.67    18.773    18.015      309.61      622.57
 1438    586.01    475.43    21.495    20.435       25.23       66.98
 1439    767.46    475.42    21.749    19.981       19.96      101.72
 1440    776.55    475.20    21.273    20.353       30.97       72.22
 1441    154.14    476.58    20.294    19.605       76.27      143.83
 1442    339.91    476.56    17.027    15.376     1546.26     7069.72
 1443    400.19    476.58    20.302    19.920       75.74      107.69
 1444    498.54    477.15    19.325    18.429      186.15      424.90
 1445    509.37    476.86    19.393    18.472      174.94      408.40
 1446    665.70    476.38    19.776    18.807      122.91      300.09
 1447    143.16    477.30    18.565    17.004      374.88     1578.73
 1448    391.75    477.45    19.822    19.112      117.83      226.64
 1449    622.77    476.99    19.771    18.748      123.50      316.82
 1450    412.97    478.26    21.048    20.138       38.09       88.03
 1451    490.31    478.17    19.689    18.715      133.15      326.49
 1452    497.41    477.69    19.249    18.396      199.79      438.00
 1453    597.42    478.25    16.768    15.545     1962.22     6051.72
 1454    617.29    481.77    19.251    18.453      199.35      415.70
 1455    250.71    479.91    19.607    18.738      143.59      319.65
 1456    752.44    479.51    19.450    18.384      165.97      443.08
 1457    211.70    480.06    19.991    19.109      100.88      227.22
 1458    380.29    480.41    22.465    21.518       10.33       24.71
 1459    565.70    480.61    18.627    17.272      354.21     1234.05
 1460    714.75    480.83    19.567    18.585      149.02      368.28
 1461    617.29    481.78    19.251    18.453      199.35      415.70
 1462    702.32    483.19    19.555    18.548      150.60      381.02
 1463    434.49    482.71    21.622    21.075       22.44       37.16
 1464    518.94    482.37    19.887    18.252      110.95      500.23
 1465    637.12    483.40    19.302    18.426      190.24      426.13
 1466    645.02    483.29    20.745    20.076       50.33       93.23
 1467    788.94    483.47    19.285    18.664      193.14      342.38
 1468    172.61    484.40    17.431    15.472     1065.97     6476.30
 1469    284.89    484.03    19.408    17.868      172.45      712.77
 1470    325.92    484.57    18.991    18.139      253.34      555.16
 1471    393.46    484.32    20.095    19.420       91.66      170.54
 1472    498.65    484.72    21.027    21.720       38.83       20.51
 1473    697.06    484.36    19.319    18.311      187.24      473.63
 1474    478.75    485.47    21.338    20.337       29.15       73.30
 1475    535.17    486.33    19.961    19.305      103.61      189.73
 1476    627.98    486.81    19.643    18.686      138.96      335.55
 1477    751.68    486.29    21.250    20.031       31.62       97.16
 1478    102.33    487.59    19.603    18.444      144.08      419.31
 1479    347.56    487.98    19.463    18.832      163.93      293.24
 1480    356.99    487.29    20.318    19.389       74.61      175.49
 1481    386.78    488.01    20.048    18.951       95.69      262.81
 1482    734.90    487.44    20.194    19.106       83.64      227.82
 1483    262.85    489.26    21.094    19.929       36.49      106.77
 1484    293.30    489.97    19.623    18.649      141.53      347.07
 1485    669.31    489.62    20.503    19.795       62.93      120.83
 1486    213.94    490.03    19.554    18.340      150.83      461.36
 1487    274.37    490.64    20.991    19.676       40.13      134.82
 1488    783.02    490.68    16.899    15.620     1738.76     5650.14
 1489    130.70    491.59    20.926    19.636       42.61      139.81
 1490    580.89    491.58    19.231    18.427      203.03      425.81
 1491    681.82    491.82    20.280    19.259       77.26      197.88
 1492    135.07    492.73    20.903    19.676       43.53      134.71
 1493    475.24    492.16    19.520    18.223      155.62      513.83
 1494    757.91    492.05    20.471    19.252       64.83      199.07
 1495    322.90    492.99    20.400    19.810       69.20      119.15
 1496    424.65    493.90    21.380    20.432       28.06       67.17
 1497    546.50    493.99    20.642    19.940       55.37      105.72
 1498    611.96    493.79    19.400    18.686      173.75      335.29
 1499    329.30    494.73    20.769    19.385       49.25      176.19
 1500    566.66    494.40    18.187    16.834      530.90     1846.82
 1501    158.03    495.94    16.887    15.126     1758.26     8900.29
 1502    268.83    495.15    19.921    18.869      107.56      283.34
 1503    459.93    495.73    20.898    19.541       43.74      152.60
 1504    489.89    495.40    17.623    15.934      893.17     4231.11
 1505    523.88    495.18    16.958    15.542     1647.72     6068.44
 1506     93.05    497.39    20.982    19.905       40.49      109.11
 1507    167.21    497.60    20.560    19.692       59.70      132.75
 1508    252.30    497.31    19.910    18.906      108.65      274.03
 1509    452.73    497.26    18.714    17.263      327.01     1244.31
 1510    653.98    497.80    19.773    18.819      123.22      296.81
 1511    676.76    497.75    19.841    19.075      115.75      234.51
 1512    194.59    498.62    19.482    18.591      161.14      366.13
 1513    662.08    498.55    19.072    17.827      235.00      739.80
 1514    739.44    498.29    20.947    20.362       41.79       71.64
 1515    745.05    498.66    20.023    18.923       97.87      269.59
 1516    288.04    499.00    20.183    19.128       84.46      223.27
