# ID  X  Y  MAGNITUDE  FLUX
 2165     31.43    599.46    18.471      408.82
 2166    240.13    599.16    19.777      122.77
 2167    413.68    599.41    19.328      185.76
 2168    443.39    599.52    19.585      146.53
 2169    559.34    599.27    17.082     1469.52
 2170    612.89    599.18    16.778     1943.90
 2171    750.10    600.92    20.060       94.66
 2172    495.44    600.44    18.788      305.42
 2173    276.61    600.85    20.243       79.92
 2174    385.71    601.78    19.602      144.25
 2175    542.16    602.09    18.193      528.31
 2176    578.78    601.74    19.824      117.57
 2177    635.99    602.36    18.896      276.41
 2178    750.06    600.69    20.062       94.46
 2179    764.81    602.08    19.822      117.79
 2180    602.47    603.06    21.278       30.83
 2181    791.83    603.33    22.654        8.68
 2182    139.04    604.22    20.095       91.60
 2183    204.31    603.92    21.100       36.29
 2184    564.43    604.29    18.827      294.64
 2185    125.69    605.45    19.781      122.30
 2186    437.09    604.94    21.106       36.11
 2187    708.95    604.99    19.204      208.10
 2188    759.80    605.37    19.558      150.22
 2189     83.72    606.07    22.599        9.13
 2190    325.76    607.30    20.181       84.64
 2191    366.82    607.40    20.394       69.57
 2192    627.77    607.10    19.171      214.67
 2193    667.02    607.44    19.432      168.66
 2194    166.70    607.84    21.089       36.67
 2195    197.35    608.00    20.100       91.19
 2196    636.28    608.19    20.183       84.51
 2197    673.96    608.82    19.992      100.73
 2198    259.73    610.31    20.238       80.28
 2199    358.70    609.79    19.295      191.46
 2200    450.74    609.96    20.283       77.05
 2201    478.95    609.55    19.304      189.83
 2203    564.91    610.14    20.104       90.87
 2204    609.63    609.66    20.104       90.85
 2205    700.15    610.98    19.732      128.05
 2206    755.06    610.57    19.681      134.15
 2207    176.24    612.22    21.181       33.70
 2208    780.13    612.55    22.194       13.25
 2209    334.43    612.81    20.716       51.70
 2210    389.72    612.61    16.844     1829.71
 2211    445.76    618.08    18.853      287.53
 2212    495.23    612.97    18.697      332.09
 2213    412.78    613.54    20.093       91.79
 2214    523.21    614.15    19.385      176.12
 2215    579.99    614.12    21.178       33.78
 2216    689.88    614.38    20.853       45.58
 2217    558.77    614.62    19.581      147.14
 2218    648.80    615.04    22.281       12.23
 2219    225.07    615.60    17.667      857.62
 2220    408.31    615.91    19.620      141.87
 2221    453.01    616.10    21.042       38.29
 2222    602.68    615.76    21.368       28.35
 2223    656.95    615.63    20.011       98.98
 2224    664.18    616.47    19.345      182.77
 2225    675.17    616.11    21.799       19.07
 2226    365.18    616.95    17.837      733.25
 2227    351.62    617.65    19.721      129.30
 2228    431.76    618.93    22.695        8.36
 2229    471.00    618.90    19.735      127.63
 2230    319.71    619.82    19.400      173.80
 2231    327.88    619.99    17.367     1130.74
 2232    389.80    619.83    19.791      121.26
 2233    442.48    619.89    19.013      248.29
 2234    563.39    619.71    19.898      109.85
 2235    618.46    619.96    21.054       37.88
 2236    692.34    619.92    20.231       80.80
 2237    266.86    621.44    21.571       23.52
 2238    288.83    620.64    19.629      140.76
 2239    408.69    621.22    19.352      181.64
 2240    651.77    620.52    21.445       26.42
 2241    355.07    621.85    19.600      144.48
 2242    466.38    622.98    19.843      115.60
 2243    578.16    623.29    20.960       41.29
 2244    679.78    623.58    21.856       18.10
 2245    728.41    624.28    19.924      107.28
 2246    645.74    625.03    21.292       30.41
 2247    783.76    625.48    19.929      106.72
 2248     22.55    626.93    20.377       70.64
 2249    141.19    627.21    20.945       41.87
 2250    481.11    627.22    17.983      641.18
 2251    739.01    626.93    19.617      142.30
 2252     60.80    627.74    19.310      188.76
 2253    370.08    628.27    19.743      126.71
 2254    418.12    627.93    20.609       57.06
 2255    434.00    628.11    20.864       45.11
 2256    465.86    628.05    19.983      101.56
 2257    525.67    627.89    20.042       96.22
 2258     29.97    628.94    20.081       92.81
 2259    361.78    628.79    19.345      182.87
 2260    427.10    628.53    21.544       24.11
 2261    606.57    628.78    19.406      172.85
 2262    700.22    628.88    20.294       76.24
 2263    402.93    629.95    20.008       99.26
 2264    572.88    630.27    18.291      482.63
 2265     78.82    630.95    20.652       54.85
 2266    137.35    630.67    20.886       44.22
 2267    288.86    631.30    22.940        6.67
 2268    617.26    630.80    19.479      161.61
 2270    730.04    631.60    20.689       53.01
 2271    113.94    632.73    16.809     1890.53
 2272    212.14    632.66    19.709      130.74
 2273    540.77    633.20    20.002       99.81
 2274    556.09    632.82    19.202      208.61
 2275    590.67    632.79    19.506      157.57
 2276    714.09    633.01    19.606      143.76
 2277    349.02    634.51    21.354       28.73
 2278    388.54    633.99    19.862      113.57
 2279    395.66    634.13    20.441       66.65
 2280    651.84    637.21    19.951      104.58
 2281    678.70    633.78    19.391      175.24
 2282    775.02    633.89    19.492      159.69
 2283    323.56    635.05    19.600      144.52
 2284    519.50    634.96    21.075       37.16
 2285     56.68    636.30    19.215      206.15
 2286     90.31    636.14    20.528       61.51
 2287    488.00    635.51    19.552      151.07
 2288    609.86    636.31    20.625       56.22
 2289    618.07    636.07    19.903      109.35
 2290    233.61    636.75    18.639      350.15
 2291    314.79    636.57    21.344       29.01
 2292    433.59    636.82    20.996       39.95
 2293    504.60    637.17    19.341      183.44
 2294    602.66    637.24    19.826      117.40
 2295    651.74    637.22    19.899      109.77
 2296    158.75    638.10    20.538       60.92
 2297    451.25    638.45    19.703      131.51
 2298    538.76    637.70    19.679      134.42
 2299    587.94    637.64    20.072       93.57
 2300    793.01    638.45    20.591       58.03
 2301    747.04    639.39    17.021     1553.82
 2302    224.81    639.60    17.076     1478.29
 2303    416.49    640.41    19.774      123.11
 2304     16.71    638.95    19.836      116.26
 2305    570.18    641.48    17.200     1317.94
 2306    582.05    641.09    19.713      130.24
 2307    286.06    641.95    19.028      244.84
 2308    394.61    642.62    19.546      151.89
 2309    531.15    642.65    19.487      160.44
 2310    276.07    644.00    21.479       25.60
 2311    301.02    644.34    20.598       57.63
 2312    349.19    646.24    20.077       93.14
 2313    442.81    644.30    22.001       15.83
 2314    666.79    644.28    19.546      151.86
 2315    699.61    643.52    18.155      547.25
 2316    431.03    645.01    21.971       16.28
 2317    553.78    644.95    17.038     1530.54
 2318    630.97    644.70    20.847       45.82
 2319    711.45    644.28    19.663      136.34
 2320    738.63    644.56    22.033       15.38
 2321    455.27    645.81    19.615      142.62
 2322    791.43    646.21    20.314       74.89
 2323    413.74    646.69    21.112       35.92
 2324    753.98    647.17    19.983      101.56
 2325    763.95    646.97    21.395       27.66
 2326    126.90    647.76    19.978      102.07
 2327    249.72    648.41    20.004       99.63
 2328    542.33    647.66    21.992       15.97
 2329    772.63    648.00    19.548      151.59
 2330    165.29    649.10    19.330      185.43
 2331    239.95    649.69    17.213     1302.71
 2332    497.94    649.95    19.747      126.25
 2333    511.99    649.84    19.375      177.80
 2334    612.53    649.97    20.680       53.44
 2335    662.15    649.87    21.809       18.89
 2336    718.76    650.00    19.000      251.21
 2337    112.74    651.35    18.511      394.09
 2338    476.38    650.62    16.863     1797.43
 2339    736.18    651.20    19.478      161.80
 2340     69.91    652.09    19.890      110.70
 2341    173.17    651.75    20.963       41.19
 2342    390.01    651.70    19.613      142.85
 2343    523.09    655.38    18.990      253.62
 2344    549.64    652.26    19.739      127.14
 2345    728.77    652.07    18.420      428.57
 2346    131.03    652.87    20.142       87.78
 2347    334.99    653.52    21.250       31.63
 2348    352.45    652.81    19.803      119.92
 2349    492.41    653.04    19.682      134.03
 2350    687.04    653.46    23.344        4.60
 2351    743.91    652.85    20.448       66.22
 2352     87.75    654.45    19.332      185.08
 2353     93.50    653.90    19.969      102.89
 2354    729.12    652.06    18.470      409.24
 2355    250.73    655.24    20.235       80.50
 2356    525.12    657.91    19.007      249.51
 2357    533.51    655.08    21.506       24.97
 2358    752.63    654.65    19.121      224.74
 2359     49.88    655.62    20.419       67.98
 2360    107.22    656.25    19.449      166.04
 2361    273.29    656.09    20.105       90.79
 2362    408.19    655.76    20.767       49.34
 2363    439.17    656.24    21.383       27.98
 2364     17.15    658.29    18.953      262.28
 2365    153.50    657.13    20.922       42.76
 2366    421.57    656.80    21.234       32.10
 2367    539.71    656.82    20.688       53.05
 2368    609.10    656.82    20.007       99.34
 2369    525.11    657.91    19.007      249.51
 2370    780.30    658.08    21.602       22.87
 2371      1.60    659.66    20.560       59.73
 2372    572.10    658.88    20.825       46.78
 2373    676.93    659.85    20.051       95.43
 2374    280.37    660.98    20.478       64.37
 2375    490.85    661.06    17.564      942.60
 2376    106.23    662.36    20.310       75.19
 2377    556.96    662.48    19.248      199.95
 2378     16.10    663.80    19.383      176.50
 2379      1.34    665.12    20.129       88.78
 2380     85.56    664.18    21.833       18.49
 2381     91.69    664.18    20.682       53.36
 2382    213.83    663.73    19.918      107.84
 2384    455.96    664.03    19.316      187.73
 2385    531.39    663.92    19.241      201.22
 2386    496.30    665.32    16.641     2206.83
 2387    582.93    664.53    20.224       81.34
 2388    595.83    664.50    20.069       93.82
 2389    691.80    664.65    20.513       62.37
 2390    116.01    667.24    21.412       27.24
 2391    300.02    667.38    19.773      123.25
 2392    552.18    666.60    19.722      129.21
 2393    620.79    666.94    16.432     2674.16
 2394    631.87    667.29    19.428      169.39
 2395    698.69    667.43    20.777       48.88
 2396    790.94    667.88    19.406      172.87
 2397    110.11    668.42    20.029       97.34
 2398    291.71    667.72    19.401      173.57
 2399    516.89    667.94    19.353      181.53
 2400    429.99    669.16    25.629        0.56
 2401    777.46    668.89    20.514       62.29
 2402    676.90    669.95    20.825       46.77
 2403    740.26    669.87    17.106     1437.22
 2404    765.81    670.67    19.359      180.51
 2405    193.00    671.05    21.252       31.57
 2406    395.70    671.30    21.302       30.14
 2407    755.05    670.71    19.511      156.88
 2408    554.53    672.34    19.625      141.20
 2409    595.00    672.33    21.532       24.39
 2410    516.91    672.85    19.255      198.52
 2411    637.03    673.13    18.106      572.44
 2412     66.60    674.53    20.253       79.23
 2413    542.26    673.90    20.144       87.60
 2414    584.89    674.14    19.575      147.84
 2415    699.89    674.55    20.015       98.66
 2416    134.67    674.98    20.312       75.05
 2417    210.62    674.91    20.190       83.91
 2418    358.86    675.10    21.791       19.21
 2419    748.49    674.85    19.762      124.48
 2420    663.75    675.88    19.520      155.66
 2421    155.94    676.58    20.475       64.59
 2422    235.97    676.87    21.158       34.43
 2423    271.95    677.23    21.171       34.01
 2424    287.29    677.38    21.467       25.88
 2425    387.93    677.15    19.716      129.93
 2426    710.83    678.19    20.868       44.94
 2427    226.73    679.37    20.796       48.04
 2428    241.81    679.16    20.056       94.97
 2429    589.94    679.97    21.394       27.69
 2430    215.69    681.08    21.507       24.97
 2431    635.21    680.89    19.130      222.86
 2432    720.95    680.96    19.564      149.37
 2433    167.95    682.23    20.224       81.38
 2434    181.74    682.03    20.074       93.42
 2435    255.14    681.72    20.041       96.29
 2436    332.86    681.69    20.822       46.89
 2437    349.04    682.16    21.890       17.54
 2438    433.15    682.28    20.369       71.19
 2439    508.63    681.50    19.644      138.85
 2440    611.45    682.15    19.933      106.32
 2441    767.82    682.00    21.001       39.79
 2442    291.36    684.36    19.977      102.16
 2443    707.71    683.34    21.303       30.11
 2444    560.35    683.78    20.492       63.59
 2445    233.77    685.54    20.637       55.64
 2446    341.45    684.52    18.139      555.09
 2447    683.93    684.98    19.976      102.26
 2449    258.48    685.81    19.973      102.56
 2450    395.16    685.73    20.951       41.65
 2451    417.72    685.78    19.763      124.45
 2452    161.42    686.88    20.622       56.40
 2453    426.78    687.11    21.683       21.21
 2454    509.22    687.11    20.356       72.03
 2455    738.87    687.35    19.244      200.60
 2456     27.74    688.53    20.759       49.72
 2457    449.90    687.81    19.064      236.70
 2458     52.09    690.22    20.529       61.46
 2459    336.01    690.21    21.044       38.21
 2460    620.41    690.33    22.193       13.27
 2461    283.90    691.42    20.546       60.46
 2462    367.23    690.38    19.274      195.08
 2463    555.87    690.93    19.641      139.13
 2464    106.93    692.49    19.365      179.43
 2465    272.69    692.03    21.683       21.23
 2466    732.85    692.22    17.289     1214.26
 2467    222.65    693.36    19.820      118.04
 2468    320.38    693.19    19.458      164.70
 2469    348.46    692.69    20.505       62.78
 2470    606.47    692.77    21.739       20.16
 2471    760.73    693.23    21.610       22.69
 2472     79.71    695.06    20.341       73.05
 2473    464.66    695.02    20.039       96.50
 2474    524.38    694.81    18.722      324.45
 2475    560.38    694.60    19.432      168.69
 2476    596.15    694.67    19.251      199.31
 2477    507.70    696.27    19.066      236.36
 2478    537.43    695.84    19.342      183.25
 2479    753.14    695.96    20.042       96.22
 2480    788.15    696.22    19.912      108.40
 2481    131.99    696.74    19.413      171.67
 2482    262.03    697.55    21.107       36.08
 2483    304.93    696.58    19.878      111.88
 2484     95.40    698.34    20.233       80.71
 2485    408.93    698.40    21.392       27.74
 2486    704.15    697.92    20.306       75.41
 2487    139.33    699.47    20.146       87.43
 2488    176.94    698.84    19.349      182.17
 2489    383.53    699.07    20.532       61.24
 2490    394.10    700.12    19.391      175.21
 2491    423.03    698.72    16.892     1750.14
 2492    450.33    698.91    17.822      743.68
 2493    621.54    702.09    19.255      198.57
 2494    348.13    703.49    16.876     1776.52
 2495    354.47    700.84    19.659      136.87
 2496    370.76    702.90    19.925      107.17
 2497    397.91    702.53    19.236      202.10
 2498    482.86    703.27    19.941      105.56
 2499    746.09    702.62    19.737      127.44
 2500     79.72    704.34    19.285      193.16
 2501    336.24    704.44    19.826      117.42
 2502    174.35    704.91    19.811      119.07
 2503    791.02    705.12    19.553      150.87
 2504    378.96    705.98    20.182       84.56
 2505    516.42    705.97    19.722      129.16
 2506    653.64    705.90    21.424       26.93
 2507    671.81    706.26    21.782       19.38
 2508    424.47    706.93    19.106      227.75
 2509    502.89    706.94    16.464     2596.32
 2510    690.51    707.44    16.720     2051.30
 2511    699.96    706.80    20.172       85.37
 2512    205.27    707.96    20.181       84.68
 2513    535.96    707.78    18.850      288.32
 2514    596.91    707.69    19.041      241.77
 2515    622.99    708.21    19.318      187.35
 2516     91.87    708.94    19.720      129.42
 2517    464.58    709.37    21.849       18.22
 2518    726.30    709.33    23.093        5.79
 2519    553.85    717.16    16.922     1702.24
 2520    118.84    710.91    20.862       45.20
 2521    368.59    710.68    19.622      141.63
 2522    521.78    711.45    20.115       89.98
 2523    753.67    711.00    20.365       71.48
 2524    423.89    712.27    19.236      202.03
 2525    666.18    712.23    19.899      109.75
 2527    211.93    712.74    21.092       36.59
 2528    281.69    713.28    20.230       80.91
 2529    754.01    711.02    20.462       65.36
 2530    775.02    713.04    19.890      110.67
 2531    385.19    713.86    20.151       87.00
 2533    585.12    714.34    21.302       30.14
 2534     54.14    715.41    18.498      399.02
 2535    357.97    715.49    19.656      137.31
 2536    475.95    714.68    19.289      192.51
 2537    698.15    714.63    20.196       83.50
 2538    792.72    715.19    19.846      115.26
 2539    338.75    715.86    20.066       94.08
 2540    466.35    715.99    20.570       59.17
 2541    529.44    716.19    20.766       49.37
 2542    551.86    716.03    16.819     1872.37
 2543    613.81    716.20    21.786       19.30
 2544    648.59    717.26    19.359      180.46
 2545    397.19    717.72    20.783       48.63
 2546    573.71    718.52    20.834       46.40
 2547    656.76    717.98    23.695        3.33
 2548    284.89    719.29    20.621       56.44
 2549    648.84    717.27    19.401      173.61
 2550    700.18    718.69    20.617       56.63
 2551    726.22    718.56    20.500       63.11
 2552    486.17    720.02    21.899       17.40
 2553    507.81    719.89    19.704      131.28
 2554    565.16    720.31    22.318       11.83
 2555    242.17    721.14    21.487       25.43
 2556    580.31    721.37    19.093      230.59
 2557    720.67    721.15    19.741      126.95
 2558    380.02    721.81    18.805      300.66
 2559    680.96    721.23    20.660       54.44
 2560     86.84    722.83    19.587      146.32
 2561    333.12    723.31    20.309       75.24
 2562    389.80    722.71    20.774       49.03
 2563    529.61    722.95    19.511      156.91
 2564    446.84    724.46    21.378       28.11
 2565    494.95    723.51    20.503       62.94
 2566    536.30    724.24    22.266       12.41
 2567    267.94    725.99    20.213       82.17
 2568    152.53    727.38    19.658      137.04
 2569    408.85    726.78    17.886      700.94
 2570    566.48    728.05    19.170      214.77
 2571    582.88    728.11    19.968      103.03
 2572    593.76    728.04    19.797      120.56
 2573    650.31    731.09    19.940      105.70
 2574      8.00    728.56    19.213      206.48
 2575    250.03    729.29    20.388       69.94
 2576    660.03    728.55    18.032      612.50
 2577    341.76    729.95    19.853      114.51
 2578    478.31    730.41    19.658      136.98
 2579    527.68    729.18    20.784       48.57
 2580    554.79    729.99    22.032       15.38
 2581    719.96    729.61    20.850       45.71
 2582     21.69    730.41    19.237      201.95
 2583    191.61    731.23    19.466      163.60
 2584    431.05    730.94    21.482       25.54
 2585    578.91    730.87    20.012       98.92
 2586    650.31    731.10    19.940      105.70
 2587    150.37    731.70    19.835      116.46
 2588    327.83    731.65    20.832       46.49
 2589    667.19    732.13    20.160       86.27
 2590    101.09    733.14    20.505       62.83
 2591    232.10    733.50    22.009       15.71
 2592    272.97    733.06    20.096       91.55
 2593    376.38    733.53    19.635      140.02
 2594    437.73    732.97    19.740      127.04
 2595    506.96    732.93    18.502      397.40
 2596    539.97    732.94    16.928     1693.24
 2597    620.13    733.43    21.288       30.55
 2598    675.17    732.58    18.602      362.51
 2599    387.20    733.74    21.861       18.01
 2600    728.65    733.55    19.086      232.00
 2601    584.82    735.08    21.936       16.81
 2602      9.01    735.70    21.558       23.82
 2603    361.46    736.10    21.538       24.25
 2604    408.96    735.97    20.489       63.74
 2605    489.52    735.59    21.305       30.06
 2606    529.43    736.12    21.101       36.29
 2607    283.64    737.33    19.227      203.73
 2608    476.23    737.27    21.307       30.00
 2609    465.74    738.33    19.474      162.26
 2610    668.79    737.52    20.364       71.52
 2611    447.71    739.19    20.506       62.75
 2612    413.50    740.06    19.565      149.23
 2613    553.83    740.31    21.171       34.01
 2614    647.00    740.01    24.073        2.35
 2615    238.19    740.88    21.333       29.30
 2616    545.29    740.75    22.514        9.87
 2617    152.66    741.63    19.802      119.99
 2618    139.84    742.77    18.579      370.12
 2619    208.38    742.66    19.367      179.07
 2620    328.11    742.64    21.733       20.28
 2621    532.30    743.47    20.613       56.87
 2622    594.26    742.63    19.534      153.63
 2623    692.00    742.65    19.771      123.43
 2624     79.06    743.99    19.363      179.80
 2625    282.72    744.16    21.043       38.26
 2626    521.20    744.13    21.744       20.07
 2627    658.15    744.39    20.109       90.42
 2628    709.01    744.02    21.171       34.00
 2629    717.86    743.72    21.386       27.91
 2630    748.67    744.56    20.437       66.88
 2631    772.58    744.69    18.551      379.83
 2632    349.79    746.52    20.880       44.47
 2633    577.15    745.56    17.374     1122.99
 2634    305.30    747.18    20.342       72.96
 2635    547.27    746.98    20.928       42.54
 2636    557.48    747.25    17.837      733.12
 2637    238.81    747.78    19.309      188.96
 2639    623.37    747.55    19.744      126.56
 2640    755.76    748.15    19.649      138.17
 2641    404.49    748.79    19.485      160.64
 2642    541.27    749.30    19.836      116.27
 2643    635.81    748.68    21.641       22.06
 2644    701.80    749.30    21.241       31.88
 2645    323.53    750.13    19.962      103.53
 2646    399.32    750.27    19.781      122.37
 2647    411.88    750.14    19.004      250.20
 2648    521.73    749.93    21.479       25.61
 2649    596.90    750.94    20.693       52.81
 2650    329.71    751.83    20.778       48.86
 2651    456.83    754.03    19.124      224.06
 2652    465.42    752.04    19.998      100.21
 2653    715.95    752.43    21.906       17.29
 2654    143.83    753.42    21.688       21.13
 2655    440.87    753.24    21.462       26.02
 2656    456.83    754.03    19.124      224.06
 2657    559.65    755.52    19.486      160.59
 2658    565.21    754.88    20.129       88.76
 2659    115.30    755.83    20.252       79.29
 2660    207.82    756.16    19.667      135.95
 2661    307.20    755.51    19.870      112.76
 2662    418.34    756.07    19.883      111.38
 2663    582.22    756.44    21.703       20.83
 2664    626.35    756.03    19.498      158.82
 2665    176.74    757.28    19.910      108.66
 2666    469.00    757.08    19.547      151.79
 2667    507.07    757.21    18.235      508.22
 2668    620.99    758.53    20.663       54.30
 2669    433.90    758.96    19.773      123.22
 2670    440.88    759.04    20.203       82.91
 2671    201.77    760.15    20.815       47.22
 2672    122.47    762.35    20.018       98.33
 2673    593.27    761.92    20.672       53.83
 2674    391.78    763.21    21.617       22.54
 2675    564.88    762.88    19.021      246.39
 2676    144.83    764.07    20.235       80.51
 2677    179.80    763.53    19.619      142.09
 2678    493.40    764.57    17.271     1234.46
 2679    677.47    766.13    19.710      130.64
 2680    423.83    765.95    18.964      259.65
 2681    447.25    766.53    19.859      113.83
 2682    630.63    766.06    23.698        3.32
 2683     75.28    767.16    17.464     1033.35
 2684    212.88    767.20    20.548       60.37
 2685    679.10    766.96    19.931      106.61
 2686    228.27    767.73    19.773      123.26
 2687    482.83    768.35    21.585       23.22
 2688    111.15    769.22    20.470       64.85
 2689    399.76    768.77    20.378       70.60
 2690    739.23    769.21    20.508       62.61
 2691    780.16    768.85    20.393       69.64
 2692    470.72    769.96    21.458       26.11
 2693    578.18    769.91    20.954       41.52
 2694    726.98    769.65    20.124       89.22
 2695     32.74    771.34    20.599       57.61
 2696    457.22    771.32    20.362       71.67
 2697    491.76    771.16    18.550      380.27
 2698    599.30    772.44    19.930      106.69
 2699    625.45    772.32    20.426       67.57
 2700    291.04    772.70    19.591      145.79
 2701    378.98    773.42    19.585      146.53
 2702    571.48    773.49    21.388       27.84
 2703     60.54    774.42    18.458      413.98
 2704    504.47    773.92    19.846      115.21
 2705    529.03    775.23    20.544       60.60
 2706    483.07    775.61    22.090       14.58
 2707    585.05    775.71    20.826       46.74
 2708    766.64    775.95    16.948     1663.32
 2709    327.46    776.50    19.777      122.81
 2710    423.90    777.20    17.760      786.95
 2711    473.95    777.28    20.539       60.85
 2712    604.96    777.36    21.519       24.69
 2713    451.86    778.22    25.066        0.94
 2714    220.03    779.33    17.650      871.35
 2715    593.92    780.23    20.735       50.82
 2716    680.72    781.19    18.177      536.09
 2717    458.49    781.95    21.473       25.74
 2718    490.71    781.89    20.090       92.02
 2719    722.41    782.52    19.793      121.05
 2720    731.98    782.39    21.096       36.44
 2721    435.53    782.85    20.057       94.88
 2722    203.10    783.86    17.799      759.32
 2723    388.70    783.67    20.980       40.57
 2724    520.48    783.65    20.452       65.93
 2725    163.01    787.37    20.920       42.84
 2726    176.26    787.34    18.549      380.43
 2727    336.84    786.65    20.666       54.17
 2728     32.05    787.81    20.105       90.79
 2729    488.95    787.58    20.146       87.43
 2730    657.62    787.95    18.920      270.31
 2731    687.77    789.56    20.665       54.18
 2732    695.99    788.88    22.470       10.28
 2733    727.01    789.32    20.362       71.68
 2734    206.32    790.22    16.424     2693.53
 2735    352.03    789.59    20.221       81.61
 2736    380.97    790.06    18.100      575.37
 2737    792.11    790.16    19.982      101.70
 2738    557.61    791.08    19.681      134.15
 2739    601.59    791.10    21.040       38.36
 2740    265.12    792.49    20.369       71.19
 2741     61.31    795.87    18.499      398.49
 2742    220.10    793.86    22.660        8.63
 2743    410.02    794.33    20.137       88.12
 2744    779.40    793.99    21.880       17.71
