# ID  X  Y  MAGNITUDE  FLUX
 1468    627.70    447.88    18.486      403.41
 1469     86.12    448.95    18.495      399.92
 1470    207.99    448.49    18.168      540.56
 1471    354.45    449.30    19.106      227.72
 1472    367.92    449.37    20.355       72.12
 1473    468.14    448.92    18.079      586.88
 1474    562.68    449.02    18.775      309.10
 1475    232.86    450.35    19.234      202.51
 1476    341.88    450.41    20.907       43.36
 1477    419.25    449.66    17.396     1100.19
 1478    596.05    449.81    18.804      300.91
 1479    149.93    450.88    18.007      627.19
 1480    613.03    451.30    21.048       38.09
 1481    197.90    451.56    18.528      387.83
 1482    459.98    452.08    19.470      162.88
 1483     97.08    452.78    20.443       66.49
 1484    265.96    453.33    16.727     2038.23
 1485    356.92    453.32    18.613      358.86
 1486    377.49    452.68    18.480      405.42
 1487    581.86    452.93    19.686      133.57
 1488    216.09    454.29    21.162       34.29
 1489    427.98    454.49    18.560      376.70
 1490    518.27    454.22    19.214      206.17
 1491    658.64    453.00    19.809      119.28
 1492    665.45    452.21    18.182      533.34
 1493    356.93    453.30    18.613      358.88
 1494    623.88    454.53    18.273      490.72
 1495    640.83    454.88    15.223     8141.50
 1496    714.55    455.31    19.368      179.00
 1497    731.23    454.91    19.080      233.25
 1498    496.99    456.36    18.965      259.52
 1499    547.02    455.81    18.733      321.08
 1500    555.77    456.17    18.897      276.20
 1501    762.31    455.91    19.914      108.28
 1502     55.73    456.92    19.817      118.33
 1503    210.87    456.54    19.754      125.49
 1504    311.99    457.17    20.011       98.99
 1505    316.84    457.35    19.266      196.65
 1506    323.40    456.88    19.591      145.73
 1507    689.81    456.77    18.141      554.32
 1509    461.04    458.06    20.333       73.56
 1510    531.78    458.00    18.766      311.53
 1511    275.64    459.03    18.153      547.83
 1512    354.19    459.46    18.332      464.52
 1513    418.13    458.87    15.612     5690.08
 1514    605.34    459.02    17.860      718.10
 1515    714.56    454.51    19.416      171.19
 1516    722.95    459.39    18.467      410.28
 1517    522.98    459.98    19.700      131.80
 1518    747.58    459.65    19.882      111.52
 1519    248.94    460.67    19.150      218.74
 1520    362.90    460.68    23.629        3.53
 1521    390.11    460.95    20.456       65.72
 1522    438.88    460.85    18.236      507.50
 1523    472.47    460.84    19.126      223.63
 1524    670.87    461.31    21.055       37.85
 1525    699.20    460.77    19.459      164.52
 1526    332.14    461.55    19.792      121.15
 1527    568.94    461.60    19.481      161.32
 1528    660.41    462.15    20.519       62.00
 1529     98.16    462.77    18.707      329.02
 1530    287.54    463.39    19.521      155.40
 1531    303.84    462.95    19.679      134.44
 1532    556.93    463.27    20.036       96.78
 1533    688.78    462.56    17.855      721.36
 1534    792.36    462.66    19.657      137.09
 1535    218.55    463.48    19.419      170.77
 1536    381.31    463.86    18.926      268.91
 1537    683.88    463.53    17.719      817.08
 1538    170.07    464.58    18.790      304.70
 1539    355.50    465.33    18.452      416.14
 1540    406.67    466.40    16.349     2886.18
 1541    485.52    466.00    18.605      361.56
 1542    645.58    465.69    19.935      106.19
 1543    467.60    466.49    17.022     1553.00
 1544    567.97    467.30    19.266      196.68
 1545    624.74    466.82    18.660      343.69
 1546    701.19    466.71    20.081       92.83
 1547    276.04    467.94    19.545      152.07
 1548    447.92    467.61    20.033       97.04
 1550    524.38    467.87    20.315       74.79
 1551    576.45    467.73    18.243      504.40
 1552    418.57    469.25    19.527      154.59
 1553    600.94    469.40    19.271      195.64
 1554    713.33    469.02    18.370      448.55
 1555    746.22    468.47    18.907      273.70
 1556     91.39    469.91    19.715      129.96
 1557    207.73    469.93    15.558     5982.06
 1558    328.61    470.27    18.442      420.10
 1559    762.83    469.93    18.406      434.12
 1560    770.60    469.81    20.017       98.41
 1561    282.95    471.14    18.971      257.97
 1562    369.30    471.32    15.612     5692.85
 1563    391.17    471.35    18.809      299.47
 1564    606.23    471.30    18.680      337.34
 1565    679.25    471.06    20.542       60.69
 1566    340.02    472.20    15.140     8792.23
 1567    438.21    471.69    18.675      338.89
 1568    479.22    471.52    19.256      198.47
 1569    673.19    471.97    19.006      249.70
 1570    723.31    472.96    16.810     1888.66
 1571    429.69    474.63    19.454      165.35
 1572    448.93    474.36    18.770      310.41
 1573    531.17    474.27    19.179      212.94
 1574    541.21    473.64    17.159     1369.60
 1575    547.13    474.04    17.876      707.13
 1576    692.96    473.80    18.508      395.03
 1577    525.65    474.78    19.316      187.83
 1578    651.54    475.38    18.886      279.06
 1579    330.54    476.35    18.226      512.59
 1580    472.09    476.22    19.833      116.66
 1581    483.85    475.51    17.996      633.26
 1582    551.17    476.15    18.015      622.57
 1583    586.21    475.90    20.435       66.98
 1584    767.73    475.89    19.981      101.72
 1585    776.82    475.70    20.353       72.22
 1586    154.57    477.08    19.605      143.83
 1587    340.23    477.07    15.376     7069.72
 1588    400.55    477.07    19.920      107.69
 1589    497.74    478.16    18.396      438.00
 1590    509.75    477.39    18.472      408.40
 1591    623.04    477.49    18.748      316.82
 1592    666.05    476.88    18.807      300.09
 1593    143.61    477.82    17.004     1578.73
 1594    392.10    477.93    19.112      226.64
 1595    782.95    478.10    21.408       27.35
 1596    413.29    478.73    20.138       88.03
 1597    490.71    478.66    18.715      326.49
 1598    498.53    478.05    18.429      424.90
 1599    597.81    478.77    15.545     6051.72
 1600    617.63    482.25    18.453      415.70
 1601    251.10    480.41    18.738      319.65
 1602    752.75    480.01    18.384      443.08
 1603    212.05    480.56    19.109      227.22
 1604    380.71    480.97    21.518       24.71
 1605    566.01    481.10    17.272     1234.05
 1606    715.02    481.34    18.585      368.28
 1607    617.63    482.25    18.453      415.70
 1608    702.50    483.71    18.548      381.02
 1609    156.90    483.33    20.217       81.89
 1610    434.88    483.21    21.075       37.16
 1611    467.77    482.85    19.561      149.86
 1612    519.23    482.84    18.252      500.23
 1613    285.22    484.48    17.868      712.77
 1614    362.96    483.73    20.147       87.30
 1615    637.43    483.91    18.426      426.13
 1616    645.29    483.74    20.076       93.23
 1617    789.16    483.94    18.664      342.38
 1618    173.07    484.91    15.472     6476.30
 1619    326.25    485.03    18.139      555.16
 1620    393.87    484.85    19.420      170.54
 1621    498.97    485.25    21.720       20.51
 1622    697.29    484.87    18.311      473.63
 1623    479.07    485.97    20.337       73.30
 1624    465.68    487.24    19.454      165.34
 1625    535.49    486.86    19.305      189.73
 1627    582.08    487.49    19.288      192.61
 1628    628.21    487.28    18.686      335.55
 1629    751.92    486.76    20.031       97.16
 1630    102.80    488.11    18.444      419.31
 1631    357.25    487.78    19.389      175.49
 1632    387.13    488.50    18.951      262.81
 1634    735.12    487.92    19.106      227.82
 1635    347.96    488.49    18.832      293.24
 1636    263.24    489.75    19.929      106.77
 1637    293.73    490.47    18.649      347.07
 1638    598.07    489.92    19.984      101.50
 1639    669.66    490.13    19.795      120.83
 1640    214.31    490.55    18.340      461.36
 1641    274.84    491.11    19.676      134.82
 1642    387.13    488.50    18.951      262.81
 1644    783.24    491.17    15.620     5650.14
 1645    131.15    492.03    19.636      139.81
 1646    500.22    491.93    22.060       15.00
 1647    581.11    492.04    18.427      425.81
 1648    682.07    492.30    19.259      197.88
 1649    135.48    493.21    19.676      134.71
 1650    323.20    493.45    19.810      119.15
 1651    416.18    493.03    19.565      149.22
 1652    475.62    492.69    18.223      513.83
 1653    758.08    492.50    19.252      199.07
 1654    425.03    494.38    20.432       67.17
 1655    612.22    494.28    18.686      335.29
 1656    329.73    495.21    19.385      176.19
 1657    546.86    494.55    19.940      105.72
 1658    566.88    494.96    16.834     1846.82
 1659    158.41    496.42    15.126     8900.29
 1660    269.15    495.64    18.869      283.34
 1661    460.22    496.21    19.541      152.60
 1662    490.16    495.89    15.934     4231.11
 1663    524.15    495.70    15.542     6068.44
 1664     93.38    497.82    19.905      109.11
 1665    167.67    498.07    19.692      132.75
 1666    252.75    497.80    18.906      274.03
 1667    453.07    497.76    17.263     1244.31
 1668    654.22    498.28    18.819      296.81
 1669    676.97    498.26    19.075      234.51
 1670    195.07    499.08    18.591      366.13
 1671    662.32    499.04    17.827      739.80
 1672    739.77    498.77    20.362       71.64
 1673    745.29    499.17    18.923      269.59
 1674    130.52    499.84    19.844      115.43
 1675    288.36    499.49    19.128      223.27
 1676    509.46    500.07    19.366      179.31
 1677     99.33    501.16    19.704      131.38
 1678    226.34    500.78    19.126      223.64
 1679    374.03    500.55    18.769      310.85
 1680    728.49    500.92    20.797       48.01
 1681    191.02    502.20    18.503      396.91
 1682    334.35    502.04    17.817      746.47
 1683    380.79    502.36    20.198       83.36
 1684    556.13    502.24    18.607      360.86
 1685    566.45    501.93    18.794      303.59
 1686    591.28    501.53    16.657     2174.27
 1687    233.08    504.00    19.405      172.94
 1688    327.16    503.53    19.471      162.80
 1689    402.90    504.53    20.341       73.07
 1690    426.52    503.66    19.625      141.26
 1691    467.22    504.30    18.819      296.79
 1692    612.98    503.69    20.212       82.23
 1694    625.45    504.64    19.021      246.38
 1695    670.61    504.87    20.067       94.04
 1696    723.81    505.01    20.322       74.36
 1697    343.12    505.88    14.318    18743.52
 1698    524.83    507.34    18.612      359.07
 1699    537.40    506.78    14.121    22464.95
 1700    413.81    508.51    20.060       94.60
 1701    179.48    509.07    18.184      532.78
 1702    500.26    509.10    18.728      322.58
 1703    587.83    509.22    20.898       43.71
 1704    717.27    508.89    19.362      180.05
 1705    133.60    510.03    18.546      381.62
 1706    406.84    509.88    20.387       70.02
 1708    659.82    509.41    18.798      302.67
 1709    485.46    511.24    19.386      176.03
 1710    635.87    510.84    20.100       91.18
 1711    770.78    510.99    19.407      172.70
 1712     82.00    512.42    19.076      234.10
 1713    123.42    511.99    17.656      865.99
 1714    465.96    512.46    19.537      153.23
 1715    706.85    512.18    20.318       74.58
 1716    216.74    513.06    20.957       41.43
 1717    201.21    513.68    18.832      293.32
 1718    455.39    514.30    15.681     5340.89
 1719    615.78    514.37    19.006      249.84
 1720    700.48    514.17    19.747      126.26
 1721    788.88    514.22    15.489     6372.59
 1722    604.89    514.97    18.934      267.01
 1723    677.74    514.97    18.764      312.19
 1724    738.63    515.00    20.430       67.32
 1725    106.26    515.95    19.547      151.78
 1726    206.64    516.09    19.032      243.82
 1727    314.86    516.21    18.975      257.07
 1728    685.02    516.29    19.347      182.53
 1729    243.62    516.96    19.707      130.94
 1730    324.42    517.19    20.434       67.04
 1731    411.91    516.72    21.181       33.69
 1732    421.99    516.74    18.914      271.93
 1733    728.94    516.68    15.852     4563.68
 1734    194.21    517.81    19.372      178.34
 1735    512.75    517.96    19.551      151.21
 1736    746.35    518.34    20.372       71.00
 1737    170.78    519.18    20.527       61.53
 1738    625.15    518.83    19.695      132.45
 1739    427.25    520.23    20.396       69.45
 1740    449.15    520.12    19.044      241.31
 1741    518.07    519.63    18.935      266.72
 1742    524.62    519.82    18.056      599.49
 1743    358.17    520.84    19.386      176.11
 1744    478.62    521.30    18.233      509.28
 1745    496.08    520.79    19.134      222.08
 1746    573.52    521.04    18.973      257.51
 1747    674.21    520.82    20.165       85.91
 1748    690.73    521.03    20.552       60.12
 1749     76.90    521.59    19.100      229.07
 1750    112.44    521.94    19.331      185.14
 1751    208.61    522.15    19.666      135.97
 1752    398.17    521.62    14.673    13510.61
 1753    488.44    525.03    17.573      935.20
 1754    590.53    522.32    19.420      170.66
 1755    507.75    522.61    20.982       40.47
 1756    647.84    522.65    14.624    14136.34
 1757    581.90    524.24    15.732     5093.97
 1758    657.99    523.59    17.756      789.85
 1759    265.42    525.51    18.282      486.46
 1760    274.87    524.97    15.685     5322.05
 1761    488.43    525.04    17.572      935.99
 1762    632.94    524.70    15.955     4148.08
 1763    741.72    524.59    18.904      274.44
 1764    775.83    526.12    18.001      630.51
 1765    705.90    526.39    17.910      685.75
 1766    751.41    525.88    18.776      308.86
 1767    384.91    527.02    18.799      302.25
 1768    421.99    526.83    19.545      152.12
 1769    496.53    527.12    18.451      416.47
 1770     65.00    527.97    17.974      646.31
 1771     91.85    530.75    18.600      363.08
 1772    178.79    528.31    19.843      115.51
 1773    244.60    527.81    18.732      321.48
 1774    413.75    527.69    18.615      358.08
 1775    751.42    525.88    18.777      308.54
 1776    562.95    528.85    17.770      780.09
 1777    621.84    528.70    19.865      113.19
 1778    257.23    530.11    17.546      958.86
 1779    370.78    529.83    19.446      166.54
 1780    450.18    529.77    17.792      763.99
 1781    468.34    529.80    17.374     1123.01
 1782    600.92    530.14    20.388       69.93
 1783    613.90    529.63    19.187      211.49
 1784    658.68    529.85    18.769      310.75
 1786    128.50    531.23    20.046       95.84
 1787    716.36    531.05    20.627       56.14
 1788    107.47    531.94    19.806      119.58
 1789    331.13    531.91    18.341      460.70
 1790    341.95    532.30    19.354      181.38
 1791    686.87    531.73    16.654     2180.44
 1792    135.54    533.34    19.396      174.50
 1793    171.41    533.17    19.668      135.74
 1794    229.70    532.94    18.742      318.43
 1795    506.92    532.91    18.613      358.74
 1796    539.01    532.55    17.189     1332.00
 1797    652.63    532.80    19.089      231.45
 1798    784.18    532.88    18.972      257.78
 1799     90.49    534.82    18.559      377.10
 1800    165.23    534.69    20.213       82.22
 1801    245.41    534.92    18.904      274.37
 1802    296.10    535.46    19.188      211.34
 1803    366.72    534.94    20.317       74.69
 1804    479.84    536.43    18.978      256.39
 1805    546.45    535.48    18.136      556.86
 1806    792.98    535.34    19.295      191.39
 1807    189.09    536.20    20.138       88.07
 1808    311.88    536.21    15.844     4594.26
 1809    400.09    535.55    20.591       58.02
 1810    479.84    536.43    18.978      256.39
 1811    554.46    538.73    19.289      192.44
 1812    586.77    535.79    20.007       99.35
 1813    657.42    536.08    19.465      163.74
 1814    762.06    535.75    15.343     7289.99
 1815    207.22    536.78    20.456       65.72
 1816    430.82    537.02    15.613     5686.86
 1817    469.10    536.56    18.449      417.41
 1818    517.97    536.71    16.751     1993.22
 1819    727.37    537.36    17.366     1130.93
 1820    235.37    537.96    20.189       83.99
 1821    251.95    538.30    19.646      138.53
 1822    567.78    543.24    14.197    20942.29
 1823    595.99    537.80    19.581      147.10
 1824    290.87    539.56    18.388      441.49
 1825    422.43    539.35    18.422      427.67
 1826    739.15    538.66    18.371      448.26
 1827    125.37    540.41    20.228       81.06
 1828    304.19    540.05    18.236      507.55
 1830    668.01    540.14    17.542      961.83
 1831    747.87    539.83    20.049       95.58
 1832    256.97    541.39    19.011      248.54
 1833    338.78    541.35    15.561     5967.27
 1834    602.09    541.14    20.447       66.25
 1835    691.92    542.31    18.001      630.38
 1836    245.06    541.53    18.488      402.44
 1837    720.93    543.97    18.070      591.53
 1838    590.94    543.29    18.527      388.21
 1839    691.85    542.76    18.006      627.39
 1840    404.91    543.95    19.477      161.84
 1841    542.52    544.02    15.610     5703.69
 1842    554.24    543.83    20.161       86.19
 1843    720.93    543.97    18.070      591.53
 1844    272.08    545.12    20.584       58.40
 1846    571.19    544.64    14.029    24452.71
 1847    115.03    545.91    18.536      385.06
 1848    524.29    546.11    21.134       35.19
 1849    160.39    547.21    20.471       64.81
 1850    191.46    546.51    18.789      304.93
 1851    202.23    547.09    16.658     2171.66
 1852    263.60    546.56    18.234      508.56
 1853    318.89    547.06    20.292       76.40
 1854    621.86    546.76    19.302      190.20
 1855    228.62    547.95    18.014      622.88
 1856    356.78    548.08    15.664     5422.52
 1857    532.40    548.63    18.554      378.96
 1858    657.45    548.81    16.290     3049.06
 1859    781.27    549.44    18.149      549.93
 1860    380.11    549.81    15.606     5720.56
 1861    476.66    550.08    20.803       47.73
 1862    492.14    550.04    16.020     3907.27
 1863    704.21    550.03    19.308      189.18
 1864     85.16    550.77    15.852     4562.69
 1865    770.50    551.08    19.200      208.87
 1866    517.37    552.20    19.251      199.31
 1867    601.16    551.52    17.390     1106.69
 1868    636.38    551.61    18.243      504.27
 1869    727.92    552.15    18.673      339.51
 1870    756.47    552.26    18.109      570.67
 1871    328.71    554.47    18.439      421.08
 1872    448.97    553.97    19.921      107.58
 1873    548.87    554.09    19.045      241.01
 1874    601.15    551.52    17.390     1106.69
 1875    430.22    556.36    19.878      111.92
 1876    631.85    556.37    18.302      477.65
 1877    703.88    555.98    19.504      157.87
 1878    751.60    555.88    17.749      794.93
 1879    175.92    556.73    19.402      173.46
 1880    193.22    556.87    19.084      232.56
 1881    237.58    556.72    18.477      406.59
 1882    264.88    554.05    18.621      356.06
 1883    311.04    557.37    18.895      276.68
 1884    150.56    557.86    19.090      231.15
 1885    574.89    557.64    20.411       68.50
 1886    708.94    558.20    19.928      106.83
 1887    140.84    560.11    19.492      159.62
 1888    246.28    558.95    19.419      170.78
 1889    331.50    559.46    18.910      272.85
 1890    422.56    559.80    19.185      211.88
 1891    735.49    559.85    19.485      160.72
 1892    277.06    560.84    18.761      313.09
 1893    615.15    560.82    19.869      112.78
 1894    165.87    561.86    20.793       48.15
 1895    293.79    562.35    15.528     6149.72
 1896    344.89    562.10    20.192       83.76
 1897    674.36    561.63    15.567     5934.30
 1898    176.47    563.93    20.118       89.69
 1899    319.19    563.94    20.110       90.37
 1900    492.75    564.08    20.641       55.43
 1901    515.69    564.01    19.687      133.43
 1902    569.87    564.46    18.763      312.58
 1903    772.53    564.06    18.261      496.27
 1904    441.75    564.73    19.661      136.70
 1905    623.03    565.43    17.625      891.12
 1906    764.53    565.02    15.222     8149.33
 1907     70.47    565.55    19.959      103.84
 1908    406.93    566.67    18.481      405.25
 1909    502.13    565.80    19.167      215.39
 1910    533.06    565.85    20.752       50.02
 1911    637.11    565.83    20.045       95.95
 1912    649.72    565.54    17.702      830.34
 1913    719.90    565.55    18.704      329.78
 1914    115.46    566.83    18.816      297.59
 1915    152.59    567.19    19.851      114.73
 1916    213.73    567.15    19.602      144.30
 1917    407.78    566.40    18.480      405.48
 1918    597.07    567.70    19.897      109.93
 1920    688.87    567.91    18.994      252.69
 1921    432.45    568.70    20.073       93.50
 1922    455.83    569.17    18.673      339.56
 1923    485.17    568.64    19.450      166.03
 1924    105.05    570.09    19.368      179.00
 1925    207.26    569.42    18.217      516.72
 1926    327.86    569.61    19.381      176.77
 1927    334.44    569.40    19.697      132.24
 1928    776.80    569.92    18.822      296.00
 1929     52.10    570.99    19.626      141.13
 1930    235.13    572.16    20.422       67.79
 1931    394.43    572.01    18.439      421.22
 1932    490.55    571.90    20.047       95.75
 1933    525.38    572.09    19.332      185.01
 1934    547.99    572.42    19.536      153.33
 1935    617.35    572.12    18.989      253.73
 1936    673.63    574.87    18.330      465.62
 1937    273.34    573.51    19.855      114.24
 1938    159.04    574.21    19.330      185.27
 1939    530.23    574.34    18.232      509.69
 1940    634.12    573.94    19.707      130.96
 1941    448.96    575.04    18.576      371.08
 1942    673.63    574.87    18.330      465.62
 1943    792.49    574.73    17.092     1455.54
 1944    166.61    575.93    17.623      892.71
 1945    371.06    576.19    19.899      109.78
 1946    589.13    575.99    20.897       43.76
 1947    597.43    576.15    18.480      405.51
 1948    422.98    576.83    18.806      300.44
 1949    566.15    577.03    18.553      379.31
 1950    720.38    577.06    20.014       98.74
 1951    767.59    576.89    19.839      115.96
 1952    393.48    577.58    18.736      320.46
 1953    448.96    575.04    18.576      371.08
 1954    505.24    578.00    17.604      909.01
 1955    517.21    578.46    18.997      251.90
 1956     94.78    579.17    19.865      113.26
 1957    643.97    577.49    19.281      193.82
 1958    780.02    579.33    20.135       88.31
 1959     52.75    579.57    18.726      323.33
 1960    160.05    580.45    19.088      231.56
 1961    545.46    580.45    20.116       89.88
 1962    608.29    579.91    16.661     2166.12
 1963    691.02    580.43    15.167     8571.88
 1964    113.15    581.48    18.846      289.42
 1965    272.92    580.88    20.061       94.57
 1966    289.73    580.98    19.635      140.00
 1967    387.61    581.37    19.770      123.64
 1968    436.96    580.77    19.915      108.11
 1969    598.37    580.71    18.602      362.35
 1970    323.56    582.10    15.610     5700.48
 1971    564.38    581.89    18.611      359.36
 1972    744.92    582.41    18.200      524.71
 1973    786.65    581.72    19.425      169.77
 1974    226.04    583.35    20.392       69.73
 1975    153.96    583.82    18.915      271.70
 1976    490.80    584.09    16.968     1632.41
 1977    619.60    583.91    19.628      140.81
 1978    705.95    583.87    20.501       63.05
 1979    730.96    583.96    20.312       75.05
 1980    634.89    585.02    18.377      445.88
 1981     44.94    586.05    18.505      396.25
 1982     96.76    586.03    19.685      133.69
 1983    195.80    586.10    19.330      185.43
 1984    203.90    586.21    19.783      122.14
 1985    341.47    586.03    19.607      143.63
 1986    787.69    587.11    20.224       81.33
 1987    421.72    587.97    18.216      517.21
 1988    444.23    587.94    15.538     6094.92
 1989    466.71    588.01    20.176       85.04
 1990    764.24    587.98    19.804      119.81
 1991    239.97    588.99    18.735      320.57
 1992    315.29    589.99    17.901      691.31
 1993    328.86    590.16    17.848      725.56
 1994    733.25    590.25    19.352      181.62
 1995    319.74    591.37    17.720      816.92
 1996    490.86    590.69    18.011      624.38
 1997    637.98    591.36    19.724      128.96
 1998    778.07    596.20    17.125     1412.96
 1999    174.04    592.09    19.267      196.36
 2000    573.87    591.56    14.105    22804.91
 2001    739.14    592.25    18.871      282.94
 2002    411.98    592.84    19.084      232.56
 2003    557.26    595.36    15.959     4134.25
 2004    587.63    592.87    22.398       10.99
 2005    598.98    592.76    20.149       87.16
 2006    656.81    592.71    18.792      304.24
 2007    758.10    592.58    20.092       91.92
 2008    281.22    594.05    20.846       45.88
 2009    626.17    594.39    19.339      183.77
 2010    163.00    595.95    20.012       98.90
 2011    336.93    595.95    21.030       38.71
 2012    450.17    595.85    19.493      159.57
 2013    478.79    595.73    18.452      416.29
 2014    778.14    595.78    17.107     1436.40
 2015    171.10    596.66    19.244      200.67
 2016    299.81    596.90    20.265       78.31
 2017    489.14    597.47    19.448      166.28
 2018    757.35    597.88    20.368       71.23
 2019    191.92    598.85    20.970       40.92
 2020    230.09    598.57    19.020      246.69
 2021    700.08    599.05    23.310        4.74
 2022    241.03    600.12    18.798      302.64
 2023    414.23    600.32    18.433      423.30
 2024    444.05    600.52    18.762      312.87
 2025    559.98    600.18    14.777    12283.37
 2026    613.54    600.11    15.484     6400.80
 2027    496.06    601.32    17.283     1221.71
 2028    277.22    601.68    19.177      213.47
 2029    386.45    602.76    18.550      380.20
 2030    542.90    603.05    16.800     1906.08
 2031    579.32    602.53    19.047      240.55
 2032    636.64    603.31    18.097      577.17
 2033    751.36    602.70    20.122       89.40
 2034    765.25    603.03    19.050      239.79
 2035    386.48    602.75    18.552      379.38
 2036    602.88    603.94    27.005        0.16
 2037    792.23    604.28    20.218       81.84
 2038    119.15    604.90    19.989      101.04
 2039    205.25    604.88    19.843      115.55
 2040    126.68    606.40    19.333      184.78
 2041    437.89    605.88    20.241       80.12
 2042    709.53    605.90    18.202      523.66
 2043    760.28    606.23    18.617      357.33
 2044     84.64    606.95    20.618       56.62
 2045    326.37    608.24    19.596      145.12
 2046    367.64    608.35    19.357      180.82
 2047    628.28    608.01    18.469      409.53
 2048    667.64    608.27    18.391      440.32
 2049    167.66    608.71    19.723      129.02
 2050    198.17    608.91    18.951      262.87
 2051    636.79    609.01    19.514      156.51
 2052    674.66    609.72    18.831      293.53
 2053    260.65    611.23    19.283      193.47
 2054    359.32    610.73    18.326      467.16
 2055    451.43    610.78    19.430      169.03
 2056    479.75    610.49    18.329      465.86
 2057    548.07    610.96    22.032       15.39
 2058    565.61    611.08    18.627      354.03
 2059    610.15    610.53    19.352      181.58
 2060    700.81    611.92    18.757      314.06
 2061    755.83    611.82    18.619      356.94
 2062    390.37    613.48    15.392     6969.39
 2063    335.15    613.65    19.649      138.15
 2064    413.46    614.42    19.031      244.04
 2065    495.96    613.93    17.356     1142.28
 2066    523.92    615.10    18.426      426.25
 2067    580.79    614.97    27.978        0.06
 2068    690.48    615.25    19.515      156.31
 2069    225.98    616.48    15.723     5140.42
 2070    559.33    615.52    18.728      322.82
 2071    649.18    615.86    20.095       91.65
 2072    408.91    616.78    18.605      361.45
 2073    453.78    616.96    19.672      135.24
 2074    603.07    616.80    20.455       65.74
 2075    657.68    616.55    19.220      205.10
 2076    664.75    617.39    18.273      490.72
 2077    675.81    617.02    21.155       34.50
 2078    352.25    618.45    18.913      272.25
 2079    365.97    617.90    16.368     2835.94
 2080    446.46    618.11    17.899      692.51
 2081    432.35    619.81    21.702       20.85
 2082    471.79    619.79    18.913      272.25
 2083    289.65    621.48    18.554      378.76
 2084    320.43    620.73    17.989      637.56
 2085    328.68    620.94    15.521     6186.71
 2086    443.09    620.75    18.026      616.01
 2087    563.93    620.61    19.558      150.30
 2088    618.99    620.87    20.228       81.05
 2089    652.16    621.47    19.811      118.98
 2090    692.89    620.90    19.000      251.25
 2091    267.89    622.34    20.001       99.91
 2092    409.28    622.10    18.422      427.62
 2093    355.89    622.76    18.738      319.87
 2094    467.12    623.89    19.073      234.78
 2095    578.85    624.18    20.961       41.27
 2096    680.10    624.49    20.426       67.53
 2097    728.90    625.16    18.797      302.74
 2098    784.13    626.34    18.916      271.28
 2099    481.90    628.13    17.009     1571.77
 2100    739.60    627.87    18.741      318.71
 2101     61.81    628.53    18.238      506.55
 2102    370.93    629.21    18.777      308.43
 2103    403.75    630.81    19.178      213.12
 2104    419.03    628.60    19.501      158.35
 2105    434.72    628.97    20.060       94.60
 2106    466.55    628.98    19.110      226.91
 2107    526.17    628.83    19.377      177.57
 2108    362.51    629.66    18.511      394.21
 2109    607.15    629.67    18.336      462.95
 2110    700.77    629.97    19.653      137.60
 2111    403.75    630.81    19.180      212.77
 2112    573.55    631.18    16.754     1987.69
 2113     79.94    631.83    19.924      107.23
 2114    617.89    631.74    18.091      580.34
 2115    730.56    632.45    19.963      103.50
 2117    114.92    633.60    15.445     6639.87
 2118    213.06    633.51    18.465      411.10
 2119    541.46    634.02    19.065      236.51
 2120    556.87    633.69    18.433      423.40
 2121    591.37    633.71    18.571      372.77
 2122    648.92    634.36    19.135      221.88
 2123    714.76    633.98    17.987      638.80
 2124    349.82    635.41    19.736      127.49
 2125    389.16    634.91    18.891      277.61
 2126    396.21    634.95    19.717      129.83
 2127    679.14    634.69    17.847      726.43
 2128    775.58    634.83    18.398      437.22
 2129    250.84    636.20    21.562       23.73
 2130    324.22    635.96    18.435      422.82
 2131    519.98    635.84    20.157       86.53
 2132     57.89    637.17    18.638      350.47
 2133     91.20    637.01    19.550      151.39
 2134    315.34    637.39    19.405      172.92
 2135    488.65    636.51    18.741      318.87
 2136    610.58    637.19    19.645      138.63
 2137    618.84    636.89    18.429      424.89
 2138    234.39    637.65    17.690      839.81
 2139    434.21    637.76    20.370       71.12
 2140    505.19    638.05    18.226      512.35
 2141    534.12    638.37    18.830      293.76
 2142    603.14    638.12    19.234      202.49
 2143    652.22    638.14    18.916      271.39
 2144    159.75    638.98    20.900       43.67
 2145    451.95    639.33    18.901      275.25
 2146    539.28    638.62    18.794      303.62
 2147    747.68    640.27    14.896    11004.06
 2148    225.70    640.50    14.830    11700.14
 2149    417.15    641.30    18.702      330.56
 2150    628.65    641.04    20.439       66.73
 2151    286.77    642.88    18.073      589.69
 2152    570.91    642.37    14.884    11125.75
 2153    582.79    642.00    19.242      200.96
 2155    395.23    643.47    18.380      444.70
 2157    531.90    643.54    18.192      528.46
 2158    700.08    644.40    16.442     2648.65
 2159    276.96    644.87    20.118       89.69
 2160    301.88    645.23    19.592      145.64
 2161    443.18    645.10    21.455       26.17
 2162    587.53    644.84    19.875      112.21
 2163    667.39    645.18    18.500      398.17
 2164    739.12    645.39    20.330       73.78
 2165    554.37    645.88    15.642     5535.66
 2166    631.67    645.52    19.520      155.66
 2167    711.98    645.13    18.660      343.53
 2168    364.13    646.89    20.500       63.07
 2169    455.98    646.67    18.672      339.85
 2170    791.96    647.10    19.872      112.56
 2171    414.34    647.52    19.646      138.60
 2173    754.53    648.02    18.720      325.03
 2174    764.24    647.94    20.483       64.07
 2175    127.93    648.70    18.786      305.87
 2176    250.58    649.24    18.783      306.62
